Title,Body,Vendor,Product Category,Type,Tags,Published,Size,Variant SKU,Variant Inventory Tracker,Variant Price,Image Src,Cost per item,, 
Elite Adjustable Dumbbell 55 LBS (Single Dumbbell),"comf:Grip:Concave-convex Soft Rubber, comf:shape:Round, conv:Product dimensions: 19.1L X 8.5W X 8H in, conv:Product weight: 55 lb, conv:Ship dimensions: 19.9L X 11.8W X 11.4H in, conv:Ship weight: 59 lb, conv:Warranty: 1 year structural frame+180 days other parts and components, DB01, Delivery:3-7, engr:construction:PP Base+Carbon Steel Plates with PP Cover+Nylon Holder, engr:finish:Black, engr:grip diameter:35 mm, engr:grip width:154 mm, Exercise Machine US, FALL24, Google Shopping, None_financing, over-10, PLP-strength, PLP-strength-weight, PLP-strength-weight-dumbbell, price:$200 to $400, SF-DB01, Strength, tech:easy grip: yes, tech:pieces per set:Single",,,,,TRUE,,#elite-adjustable-dumbbell-55-lbs-(single-dumbbell),shopify,21999,https://sunnyhealthfitness.com/cdn/shop/files/sunny-health-fitness-strength-elite-adjustable-dumbbell-SF-DB01-55-01_600x.jpg?v=1698340400,,,
Running Treadmill with Handrails,"722062, addfeatures:app connectivity, addfeatures:bluetooth, addfeatures:built-in monitor, addfeatures:pulse monitor, cardio, comf:deck to floor height:4 in, comf:emergency stop brake:yes, comf:handrail controls:yes, comf:running surface:47.2L x 18.9W in, comf:shock absorption:yes, comf:transportation wheels:yes, conv:product dimensions:62.6L x 30.5W x 48.8H in, conv:product weight:115.5 lb, conv:ship dimensions:65.7L x 30.4W x 9.4H In, conv:ship weight:132 lb, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:3-7, engr:max user weight:245 lb, engr:motorized:yes, engr:peak dc hp:2.5 Peak HP, engr:speed range:0.5 - 8.5 MPH, Exercise Machine US, Financing, financing-eligible, Google Shopping, mat:m, max user weight range:200 lb - 249 lb, motorized, over-10, paymentplan:financing, PLP-home-cardio-equipment, PLP-treadmill, price:$800 to $1000, SF-T722062, shipping:free, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:built-in programs:6, tech:device holder:yes, tech:digital monitor:Speed+Time+Distance+Calories+Pulse+Steps+Modalities, tech:pulse sensor:yes, treadmill",,,,,TRUE,,#running-treadmill-with-handrails,shopify,79999,https://sunnyhealthfitness.com/cdn/shop/files/Sunny-health-fitness-treadmills-running-treadmill-handrails-SF-T722062-00_600x.jpg?v=1698694168,,,
SunnyFit® Heart Rate Monitor - HR200,"addfeatures:app connectivity, addfeatures:bluetooth, comf:battery life:16 hours w/ continuous heart rate monitoring, comf:bluetooth range:30 m/98' 5.1"", comf:cleaning instructions:wipe w/ cloth, comf:Wrist strap:adjustable, conv:product dimensions: 1.8L x 1.4W x 0.6H in, conv:product weight:0.09 lb, conv:ship dimensions:4.7L x 3.1W x 0.8H in, conv:ship weight:0.1 lb, conv:warranty:1 year structural frame+180 days other parts and components, engr:App Connection:Pairs w/ most major apps, engr:Battery type:90mAh Rechargeable lithium battery, engr:materials: Plastic+ABS, Google Shopping, HR200, PLP-essential, PLP-essential-accessories, PLP-essential-accessories-cardio, PLP-essential-tech, price:Under $200, tech:additional connections:ANT﹢ Compatible, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:Water Proof:Yes (IPX7 rating), tech:Working Temperature:-14~122°F",,,,,TRUE,,#sunnyfit®-heart-rate-monitor---hr200,shopify,7999,https://sunnyhealthfitness.com/cdn/shop/files/HR200-1_600x.jpg?v=1703271709,,,
Under Desk Smart Mini Exercise Bike,"023005DGY, addfeatures:app connectivity, addfeatures:bluetooth, addfeatures:built-in monitor, cardio, comf:carry handle:yes, comf:dual function:hands or feet, comf:pedal type:non-slip w/ adjustable strap, conv:product dimensions:17.9L x 16.1W x 11.7H in, conv:product weight:11.7 lb, conv:ship dimensions:18.5L x 8.1W x 12.6H in, conv:ship weight:13.6 lb, conv:warranty:1 year structural frame+180 days other parts and components, Delivery:3-7, engr:max user weight:no limit, engr:stride length:8.26 in, engr:tension system:Mesh-Belt, Exercise Bikes, Exercise Machine US, FALL24, Google Shopping, mini, over-10, PLP-cardio-bike, PLP-home-cardio-equipment, PLP-mini-series, price:Under $200, SF-B023005DGY, shipping:free, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:digital monitor:Calories+Distance+Speed+Time+Scan+Odometer, tech:flywheel weight:1.8 lb, under-200",,,,,TRUE,,#under-desk-smart-mini-exercise-bike,shopify,7999,https://sunnyhealthfitness.com/cdn/shop/files/Sunny-health-fitness-Bike-Under-Desk-Smart-Mini-Exercise-Bike-Dark-Grey-SF-B023005DGY-01_600x.jpg?v=1699302165,,,
Full Body Foldable Magnetic X-Bike Pro,"223012, addfeatures:app connectivity, addfeatures:bluetooth, cardio, comf:bottle holder:yes, comf:inseam adjustment:Min 28.3 in/Max 33.5 in, comf:pedal type:self leveling w/ adjustable strap, comf:seat adjustment:up/down, comf:seat dimensions:12.4L x 9.4W x 2.6H in, comf:seat height:Min 30.7 in/Max 33.5 in, comf:seat type:cushioned, comf:transportation wheels:yes, conv:foldable:yes, conv:folded product dimensions:22.8L x 21.9W x 58.7H in, conv:product dimensions:38.2L x 21.9W x 52.6H in, conv:product weight:51.7 lb, conv:ship dimensions:45.1L x 15.8W x 8.1H in, conv:ship weight:57.6 lb, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:3-7, engr:drive mechanism:belt drive, engr:floor stabilizers:yes, engr:max user weight:300 lb, engr:q-factor:183mm, engr:tension system:magnetic, Exercise Bikes, Exercise Machine US, Family:X-Bike, features-resistance-bands, Google Shopping, inseam max:32.5 in - 34 in, inseam min:27.5 in - 29 in, mat:s, max user weight range:300 lb - 349 lb, over-10, PLP-bike, PLP-cardio-bike, PLP-home-cardio-equipment, price:$200 to $400, SF-B223012, shipping:free, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:device holder:yes, tech:digital monitor:Calorie+Distance+Odometer+Pulse+Speed+Time+Scan+RPM, tech:pulse sensor:yes, tech:resistance levels:14 magnetic w/resistance band, Tier:Premium, upright, x-bike",,,,,TRUE,,#full-body-foldable-magnetic-x-bike-pro,shopify,27999,https://sunnyhealthfitness.com/cdn/shop/files/Sunny-health-fitness-bikes-full-body-foldable-magnetic-xbike-pro-SF-B223012-00_600x.jpg?v=1699396378,,,
Foldable Magnetic Exercise X-Bike Pro,"223011, addfeatures:app connectivity, addfeatures:bluetooth, addfeatures:built-in monitor, addfeatures:pulse monitor, cardio, comf:bottle holder:yes, comf:inseam adjustment:Min 28.3 in/Max 33.5 in, comf:pedal type:self leveling w/ adjustable strap, comf:seat adjustment:up/down, comf:seat dimensions:12.4L x 9.4W x 2.6H in, comf:seat height:Min 30.7 in/Max 33.5 in, comf:seat type:cushioned, comf:transportation wheels:yes, conv:foldable:yes, conv:folded product dimensions:22.4L x 21.7W x 58.7H in, conv:product dimensions:33.5L x 21.7W x 52.6H in, conv:product weight:44 lb, conv:ship dimensions:45.1L x 15.8W x 8.1H in, conv:ship weight:49.1 lb, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:3-7, engr:drive mechanism:belt drive, engr:max user weight:300 lb, engr:tension system:magnetic, Exercise Bikes, Exercise Machine US, FALL24, Family:X-Bike, Google Shopping, inseam max:32.5 in - 34 in, inseam min:27.5 in - 29 in, mat:s, max user weight range:300 lb - 349 lb, over-10, P2320, PLP-bike, PLP-cardio-bike, PLP-home-cardio-equipment, price:$200 to $400, SF-B223011, shipping:free, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:device holder:yes, tech:digital monitor:Calorie+Distance+Odometer+Pulse+Speed+Time+Scan+RPM, tech:pulse sensor:yes, tech:resistance levels:14, Tier:Standard, upright, x-bike",,,,,TRUE,,#foldable-magnetic-exercise-x-bike-pro,shopify,19999,https://sunnyhealthfitness.com/cdn/shop/files/sunny-health-fitness-bikes-foldable-magnetic-x-bike-pro-sf-b223011-2_600x.jpg?v=1702927515,,,
Prime Magnetic Belt Drive Indoor Cycling Bike,"122061, addfeatures:app connectivity, addfeatures:bluetooth, addfeatures:built-in monitor, addfeatures:pulse monitor, cardio, comf:bottle holder:yes, comf:handlebar adjustment:up/down, comf:inseam adjustment:Min 29.5 in/Max 37 in, comf:pedal type:Caged, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:10.4L x 7.5W x 3.5H in, comf:seat height:Min 33.1 in/Max 41.1 in, comf:seat to handlebar distance:Min 16.5 in/Max 20 in, comf:transportation wheels:yes, conv:product dimensions:45.9L x 27W x 47.2H in, conv:product weight:58.7 lb, conv:ship dimensions:42.5L x 8.9W x 21.7H in, conv:ship weight:67.2 lb, conv:warranty:3 year structural frame+180 days other parts and components, cycling, engr:drive mechanism:belt drive, engr:emergency stop brake:yes, engr:floor stabilizers:yes, engr:max user weight:265 lb, engr:q-factor:200 mm, engr:tension system:magnetic, Exercise Bikes, Exercise Machine US, flywheel weight range: 5-7.9, Google Shopping, inseam max:36.5 in - 38 in, inseam min:29.5 in - 31 in, mat:m, max user weight range:250 lb - 299 lb, PLP-bike, PLP-cardio-bike, price:$200 to $400, SF-B122061, shipping:free, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:device holder:yes, tech:digital monitor:Calories+Distance+Odometer+Pulse+RPM+Speed+Time, tech:flywheel weight:7.9 lb, tech:pulse sensor:yes, tech:resistance levels:7",,,,,TRUE,,#prime-magnetic-belt-drive-indoor-cycling-bike,shopify,34999,https://sunnyhealthfitness.com/cdn/shop/files/sunny-health-fitness-bikes-prime-magnetic-belt-drive-indoor-cycling-bike-sf-b122061-01_600x.jpg?v=1700271016,,,
Smart Stair Stepper Machine with Handlebar,"020027SMART, addfeatures:app connectivity, addfeatures:bluetooth, cardio, comf:adjustable step height:yes, comf:handlebar:yes, comf:pedal type:non-slip, conv:product dimensions:27.8L x 19.5W x 56.1H in, conv:product weight:27.6 lb, conv:ship dimensions:19.5L x 8.9W x 18.3H in, conv:ship weight:31.3 lb, conv:warranty:1 year structural frame+180 days other parts and components, Delivery:3-7, engr:foot action:twist action, engr:max user weight:250 lb, engr:pedal step height:Min 4.6 in/Max 15 in, engr:tension system:hydraulic, Exercise Machine US, FALL24, Family:Handlebar Stepper, Google Shopping, handlebar, mat:xs, max user weight range:250 lb - 299 lb, over-10, PLP-home-cardio-equipment, PLP-stair-climber, PLP-stepper, price:Under $200, SF-S020027SMART, Stepper, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:device holder:yes, tech:digital monitor:Calorie+Count+Total Count+Scan, Tier:Smart, twist, under-200, YGroup_HandlebarStepper",,,,,TRUE,,#smart-stair-stepper-machine-with-handlebar,shopify,14999,https://sunnyhealthfitness.com/cdn/shop/files/Sunny-health-fitness-Stepper-Smart-Twist-Stair-Stepper-Machine-SF-S020027SMART-02_600x.jpg?v=1702596291,,,
Smart Upright Row-N-Ride® Exerciser,"077SMART, 60, addfeatures:app connectivity, addfeatures:bluetooth, and 90 degree seat angles, calorie, cardio, cardio-plp, comf:handlebar adjustment:up/down, comf:pedal type:self leveling/non-slip, comf:seat adjustment:forward/back, comf:seat dimensions:11.4L x 7.5W x 1.6H in, conv:foldable:yes, conv:folded product dimensions:64.2L x 19.3W x 15.9H in, conv:product dimensions: 49.2L x 19.3W x 48.8H in, conv:product weight:29.5 lb, conv:ship dimensions:44L x 8.3W x 7.9H in, conv:ship weight:33 lb, conv:warranty:1 year structural frame+180 days other parts and components, count, cross-sell:row-n-ride, Delivery:3-7, engr:max user weight:330 lb, engr:tension system:elastic cord, Exercise Machine US, FALL24, Family:Row-N-Ride, Google Shopping, mat:s, max user weight range:300 lb - 349 lb, NO. 077SMART, None_financing, over-10, PLP-home-cardio-equipment, PLP-row-n-ride, PLP-rower, PLP-strength-more, PLP-strength-rnr, price:Under $200, row-n-ride, Rower, shipping:free, Strength, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:device holder:yes, tech:digital monitor:Calories+Count+Time+Total Count+Scan, tech:resistance levels:4 (0-3 Bands), Tier:Smart, under-200, Weekly-Deals, YGroup_RowNRideClassic",,,,,TRUE,,#smart-upright-row-n-ride®-exerciser,shopify,13999,https://sunnyhealthfitness.com/cdn/shop/files/Sunny-health-fitness-rowers-smart-upright-row-n-ride-exerciser-No.-077SMART-00_600x.jpg?v=1699899291,,,
Upright Row-N-Ride® Exercise Bike,"022077, 60, addfeatures:app connectivity, addfeatures:bluetooth, and 90 degree seat angles, calorie, cardio, cardio-plp, comf:handlebar adjustment:up/down, comf:inseam adjustment:Min 29.1 in/Max 36.2 in, comf:pedal type:self leveling/non-slip, comf:seat adjustment:forward/back, comf:seat dimensions:11.8L x 7.1W x 1.8H in, comf:seat height:Min 23.6 in/Max 27.6 in, comf:seat to handlebar distance:Min 23.6 in/Max 35.4 in, conv:foldable:yes, conv:folded product dimensions:24.4L x 21.9W x 61.8H in, conv:product dimensions: 45.3L x 21.9W x 53.5H in, conv:product weight:52.9 lb, conv:ship dimensions:50.4L x 22.2W x 9.1H in, conv:ship weight:63.8 lb, conv:warranty:1 year structural frame+180 days other parts and components, Delivery:3-7, engr:drive mechanism:belt drive, engr:max user weight:220 lb, engr:q-factor:192mm, engr:tension system:magnetic, engr:tension system:magnetic (bike)+elastic cord (rower), engr:transportation wheels:Yes, Exercise Bikes, Exercise Machine US, FALL24, features-resistance-bands, Financing, financing-eligible, Google Shopping, mat:s, max user weight range:200 lb - 249 lb, over-10, paymentplan:financing, PLP-bike, PLP-home-cardio-equipment, PLP-row-n-ride, PLP-rower, PLP-strength-more, PLP-strength-rnr, price:$200 to $400, price:Under $200, row-n-ride, Rower, SF-A022077, shipping:free, Strength, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:digital monitor:Calories+Cadence+Count+Time+Total Count+Total Distance+Distance+Speed+Repetitions Per Minute, tech:flywheel weight:2.2 lb, tech:resistance levels:8 (bike)+4 (rower 0-3 bands), upright",,,,,TRUE,,#upright-row-n-ride®-exercise-bike,shopify,29999,https://sunnyhealthfitness.com/cdn/shop/files/Sunny-health-fitness-rowers-upright-row-n-ride-exercise-bike-SF-A022077-00_600x.jpg?v=1699904163,,,
Smart Pro Indoor Cycling Exercise Bike,"901SMART, addfeatures:app connectivity, addfeatures:bluetooth, addfeatures:built-in monitor, addfeatures:dumbbell holder, addfeatures:pulse monitor, cardio, comf:bottle holder:yes, comf:dumbbell holder:yes, comf:handlebar adjustment:up/down, comf:inseam adjustment:Min 29.1 in/Max 42.1 in, comf:pedal type:caged, comf:seat dimensions:10.2L x 6.9W x 3H in, comf:seat height:Min 32.9 in/Max 40.7 in, comf:seat to handlebar distance:Min 16.9 in/Max 20.1 in, comf:transportation wheels:yes, conv:product dimensions:61.8L x 19.7W x 54.3H in, conv:product weight:100.4 lb, conv:ship dimensions:41L x 10W x 35H in, conv:ship weight:115.2 lb, conv:warranty:3 year structural frame+180 days other parts and components, cycling, Delivery:3-7, engr:drive mechanism:belt drive, engr:emergency stop brake:yes, engr:floor stabilizers:yes, engr:max user weight:275 lb, engr:q-factor:218mm, engr:tension system:friction, Exercise Bikes, Exercise Machine US, FALL24, Family:Pro Bikes, Financing, financing-eligible, flywheel weight range:40 lb +, Google Shopping, inseam max:40.5 in - 42 in, inseam min:27.5 in - 29 in, mat:s, max user weight range:250 lb - 299 lb, over-10, paymentplan:financing, PLP-bike, PLP-cardio-bike, PLP-home-cardio-equipment, price:$200 to $400, SF-B901SMART, shipping:free, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:device holder:yes, tech:digital monitor:Speed+Time+Distance+Calories+Odometer+Pulse+RPM, tech:flywheel weight:40 lb, tech:pulse sensor:yes, tech:resistance levels:stepless, Tier:Smart Pro - Belt Drive, YGroup_B901",,,,,TRUE,,#smart-pro-indoor-cycling-exercise-bike,shopify,36999,https://sunnyhealthfitness.com/cdn/shop/files/sunny-health-fitness-bikes-smart-pro-indoor-cycling-exercise-bike-sf-b901smart-01_600x.jpg?v=1704912887,,,
The Sunny Seven Workout Plan E-Book,"2003, comf:benefits:Targeted Workouts for all, comf:Skill Level:Suitable For Beginners To Advanced, conv:Calendar:4 week workout program, conv:Workouts: Strength training+Cardiovascular training+Strength and Mobility, engr:Availability:Online Only, engr:Certified Trainers:Claire Jenkins, engr:File Type:Microsoft Edge PDF Document, None_financing, over-10, PLP-essential, PLP-essential-ebook, price:Under $200, Strength, tech:Copy Type:Digital E-Book, tech:File size:27.50 MB, tech:pages:66, under-200",,,,,TRUE,,#the-sunny-seven-workout-plan-e-book,shopify,2499,https://sunnyhealthfitness.com/cdn/shop/files/e-book-the-sunny-seven-home-workout-sf-ebk2003-01_600x.jpg?v=1702056259,,,
Climber Stepper with Handlebar,"021001, addfeatures:app connectivity, addfeatures:bluetooth, cardio, comf:adjustable step height:yes, comf:handlebar:yes, comf:pedal type:non-slip, comf:transportation wheels:yes, conv:foldable:yes, conv:folded product dimensions:10.6L x 19.3W x 57.5H in, conv:product dimensions:30.9L x 19.3W x 50.2H in, conv:product weight:36.4 lb, conv:ship dimensions:35L x 13W x 12.4H in, conv:ship weight:42.5 lb, conv:warranty:1 year structural frame+180 days other parts and components, Delivery:3-7, engr:max user weight:265 lb, engr:pedal step height (Step to Floor):Min 5.5 in/Max 18.1 in, engr:pedal step height (Step to Stabilizer):Min 3.6 in/Max 16.9 in, engr:tension system:hydraulic, Exercise Machine US, Google Shopping, handlebar, mat:s, max user weight range:250 lb - 299 lb, over-10, PLP-cardio-stepper-handlebar-highrange, PLP-home-cardio-equipment, PLP-stair-climber, PLP-stepper, price:$200 to $400, SF-S021001, shipping:free, Stepper, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:device holder:yes, tech:digital monitor:Calorie+Count+Total Count+Time+Pulse+SPM, tech:pulse sensor:yes, tech:Screen size: 1.7 x 0.8 in, YGroup_ClimbingStepper",,,,,TRUE,,#climber-stepper-with-handlebar,shopify,19999,https://sunnyhealthfitness.com/cdn/shop/files/sunny-health-fitness-steppers-climber-stepper-with-handlebar-sf-s021001-0_600x.jpg?v=1706901615,,,
Smart Trekpad Treadmill with Arm Exerciser,"723007, addfeatures:app connectivity, addfeatures:bluetooth, addfeatures:built-in monitor, cardio, comf:deck to floor height:3.3 in, comf:emergency stop brake:yes, comf:handrail controls:yes, comf:running surface:39.4L x 14.2W in, comf:transportation wheels:yes, conv:foldable:yes, conv:folded product dimensions:49.6L x 25.4W x 6.5H in, conv:product dimensions:49.6L x 25.4W x 50.4H in, conv:product weight:61.7 lb, conv:ship dimensions:54.7L x 28.1W x 7.9H In, conv:ship weight:77.2 lb, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:3-7, engr:max user weight:245 lb, engr:min user weight:99 lb, engr:motorized:yes, engr:peak dc hp:1.5 Peak HP, engr:speed range:0.5 - 3.7 MPH, Exercise Machine US, Family:Underdesk Treadmill, Financing, financing-eligible, Google Shopping, mat:m, over-10, PLP-treadpad-under-desk-treadmill, price:$400 to $600, SF-T723007, tech:additional connections:Connects to SunnyFit® App, tech:arm exercisers:yes, tech:bluetooth:yes, tech:digital monitor:Calories+Distance+Speed+Time, tech:remote control option:yes, Tier:Arm Exercisers, treadmill, treadpad, YGroup_UnderDeskTreadmill",,,,,TRUE,,#smart-trekpad-treadmill-with-arm-exerciser,shopify,41999,https://sunnyhealthfitness.com/cdn/shop/files/SF-T723007-1_600x.jpg?v=1704912317,,,
Multi-Function Workout Ankle Straps,"comf:design:ergonomic+minimalistic, comf:padding:shock-aborbent, comf:strap:adjustable, conv:product dimensions: 20.7L x 4W x 0.35H in, conv:Product weight: 0.5 lb, conv:ship dimensions:11.6L x 5W x 1.4H in, conv:ship weight:0.8 lb, engr:materials: Neoprene+Nylon+Metal+D-Ring, engr:what's included: 1 Pair Straps, Exercise Machine US, Google Shopping, NO. 091, over-10, PLP-strength, PLP-strength-weight, price:Under $200, Strength, tech:compatibility: SF-XF9925+SF-XF9931, under-200",,,,,TRUE,,#multi-function-workout-ankle-straps,shopify,1999,https://sunnyhealthfitness.com/cdn/shop/files/NO.O91-00_600x.jpg?v=1704313904,,,
Power Stepper Plus Handles,"021055, addfeatures:app connectivity, addfeatures:bluetooth, cardio, comf:adjustable step height:yes, comf:handlebar:yes, comf:pedal type:non-slip, conv:product dimensions:26.2L x 17.7W x 56.9H in, conv:product weight:36.2 lb, conv:ship dimensions:19.7L x 9.4W x 21.5H in, conv:ship weight:40.8 lb, conv:warranty:1 year structural frame+180 days other parts and components, Delivery:3-7, engr:max user weight:330 lb, engr:pedal step height:Min 4.4 in/Max 13.8 in, engr:tension system:hydraulic, Exercise Machine US, Family:Power Stepper, Google Shopping, handlebar, mat:xs, max user weight range:300 lb - 349 lb, over-10, PLP-home-cardio-equipment, PLP-stair-climber, PLP-stepper, price:$200 to $400, SF-S021055, Stepper, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:device holder:yes, tech:digital monitor:Calorie+Count+Total Count+Time+Pulse+SPM, Tier:Handlebar",,,,,TRUE,,#power-stepper-plus-handles,shopify,19999,https://sunnyhealthfitness.com/cdn/shop/files/SF-S021055-1_600x.jpg?v=1707527591,,,
Smart Portable Magnetic Under Desk Elliptical,"323017, addfeatures:app connectivity, addfeatures:bluetooth, addfeatures:built-in monitor, belt-drive, cardio, comf:carry handle:yes, comf:pedal type:non-slip, conv:product dimensions:22.8L x 18.1W x 10.9H in, conv:product weight:23.8 lb, conv:ship dimensions:25L x 20.3W x 12.4H In, conv:ship weight:29 lb, conv:warranty:1 year structural frame+180 days other parts and components, Delivery:3-7, Distance, Elliptical, engr:drive mechanism:belt drive, engr:pedal step height:Min 3.4 in/Max 6.9 in, engr:stride length:7 in, engr:tension system:magnetic, Exercise Machine US, Family:Smart Mini Elliptical, Google Shopping, mat:xs, mini, None_financing, over-10, PLP-compact-ellipticals, PLP-home-cardio-equipment, PLP-mini-series, price:Under $200, Scan, SF-E323017, shipping:free, Speed, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:digital monitor:Calories+Distance+Speed+Time+Scan, tech:flywheel weight:3.3 lb, tech:resistance levels:8, Tier:Smart, Time, Under Desk Elliptical, under-200, Weekly-Deals, YGroup_SmartMiniElliptical",,,,,TRUE,,#smart-portable-magnetic-under-desk-elliptical,shopify,18999,https://sunnyhealthfitness.com/cdn/shop/files/SF-E323017-1_600x.jpg?v=1704910809,,,
Multifunctional Adjustable Bench Press Squat Rack,"922011, comf:benefits:Ideal for beginning to advanced users, comf:Cleaning Instructions:wipe w/ damp cloth, conv:product dimensions:35.7L x 46.1W x 63.9H in, conv:product weight:38.4 lb, conv:ship dimensions:45.3L x 12.6W x 5.1H in, conv:ship weight:42.1 lb, conv:warranty:1 year structural frame+180 days other parts and components, Delivery:3-7, engr:construction:heavy duty steel frame, engr:max weight capacity: 600 lb (Frame)+ 600 lb (Hook Bars)+ 100 lb ea. (Weight Plate Post), Exercise Machine US, Google Shopping, New Arrivals, PLP-strength, PLP-strength-rack, PLP-strength-rack-power, price:Under $200, SF-XF922011, shipping:free, Strength, tech:compatibility: SF-BH620037+SF-BH620038+SF-BH6920+SF-BH6921+SF-BH622045+SF-BH6996",,,,,TRUE,,#multifunctional-adjustable-bench-press-squat-rack,shopify,14999,https://sunnyhealthfitness.com/cdn/shop/files/SF-XF922011-00_600x.jpg?v=1703008780,,,
Smart Magnetic Recumbent Bike with Hand Cycle,"423034, addfeatures:app connectivity, addfeatures:bluetooth, addfeatures:built-in monitor, addfeatures:pulse monitor, cardio, comf:inseam adjustment:Min 31.1 in/Max 39.4 in, comf:pedal type:non-slip w/ adjustable strap, comf:pedal type:self leveling, comf:seat adjustment:forward/back, comf:seat dimensions:12.4L x 16.7W x 2.4H in, comf:seat type:ergonomic, comf:transportation wheels:yes, conv:product dimensions:55.9L x 26.4W x 46.1H, conv:product weight:65 lb, conv:ship dimensions:48.4L x 10W x 23.6H, conv:ship weight:80 lb, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:3-7, engr:floor stabilizers:yes, engr:max user weight:265 lb, engr:seat height:Min 21.1 in/Max 22.7 in, engr:tension system:magnetic, Exercise Bikes, Exercise Machine US, Family:RB Performance Interactive, features-pulse-monitor, Google Shopping, inseam max:38.5 in - 40 in, inseam min:29.5 in - 31 in, mat:m, max user weight range:250 lb - 299 lb, None_financing, over-10, PLP-cardio-bike, PLP-home-cardio-equipment, PLP-recumbent-bike, price:$400 to $600, recumbent, SF-RB423034, shipping:free, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:device holder:yes, tech:digital monitor:Calorie+Distance+Odometer+Pulse+Speed+Time, tech:pulse sensor:yes, tech:resistance levels:8 (Bike) + Adjustable resistance (Arm exerciser), Tier:Arm Exerciser",,,,,TRUE,,#smart-magnetic-recumbent-bike-with-hand-cycle,shopify,44999,https://sunnyhealthfitness.com/cdn/shop/files/SF-RB423034-00_600x.jpg?v=1707269264,,,
Smart Air Walk Trainer,"902, 902SMART, addfeatures:app connectivity, addfeatures:bluetooth, addfeatures:built-in monitor, cardio, comf:pedal type:non-slip, comf:transportation wheels:yes, conv:foldable:yes, conv:folded product dimensions:17.7L x 20.1W x 62.2H in, conv:product dimensions:27.2L x 20.1W x 56.7H in, conv:product weight:37.6 lb, conv:ship dimensions:43.9L x 9.1W x 17.3H In, conv:ship weight:43.6 lb, conv:warranty:1 year structural frame+180 days other parts and components, Count, Delivery:3-7, Elliptical, engr:max user weight:220 lb, engr:pedal step height:7.9 in, engr:stride length:31.5 in, Exercise Machine US, Family:E902, Google Shopping, mat:s, max user weight range:200 lb - 249 lb, NEW-SUMMER, None_financing, over-10, PLP-compact-ellipticals, PLP-elliptical, PLP-elliptical-bikes, PLP-home-cardio-equipment, price:Under $200, Scan, SF-E902SMART, shipping:free, stride length range:19 in +, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:device holder:yes, tech:digital monitor:Calories+Count+Time+Total Count+Scan, Tier:Smart, Time, TOP-SUMMER, Total Count, under-200, YGroup_AirWalker",,,,,TRUE,,#smart-air-walk-trainer,shopify,17999,https://sunnyhealthfitness.com/cdn/shop/files/Sunny-health-fitness-Elliptical-Smart-Air-Walk-Cross-Trainer-Elliptical-Machine-E902SMART-00_600x.jpg?v=1706575840,,,
